所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 视频显示区域 - 时间条/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 视频显示区域 - 时间条 - 右侧显示：当前播放时间点 / 视频总时间,用户已登录，在标注列表页,"1. 在列表页点击某标注的“进入标注”按钮
2. 观察视频时间条右侧的显示内容","1. 成功进入标注视频页面
2. 时间条右侧显示当前播放时间点/视频总时间",1,3,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 默认展示：L1和L2,用户已登录，存在标注记录,"1. 打开列表页，找到标注记录
2. 点击【进入标注】按钮
3. 观察标注区域","1. 列表页正常显示
2. 成功进入标注页面，视频区域加载
3. 默认展示L1和L2层级",1,2,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 点击+新增层级/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 点击+新增层级 - 在当前最低层级下递增,用户已登录，已进入我的标注列表页，并打开一个标注进入标注界面,"1. 进入我的标注列表页，点击某一标注进入
2. 在中部标注视频区域找到标注区域
3. 点击+新增层级按钮","1. 成功进入标注详情页
2. 显示标注区域及已有层级
3. 当前最低层级下新增一个递增的层级",1,1,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 点击+新增层级/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 点击+新增层级 - 建议删除,系统已启动，用户已登录,"1. 打开我的标注列表页并点击进入标注
2. 在中部标注视频区域点击标注区域的+新增层级
3. 点击建议删除","1. 成功进入标注页面
2. 成功新增层级
3. 成功删除建议",1,1,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 点击×删除对应的层级/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 点击×删除对应的层级 - L1无法删除,用户已登录，在标注页面，标注区域存在L1层级,"1. 定位到L1层级
2. 点击L1层级对应的删除按钮（×）","1. 系统不执行删除操作
2. 层级保持不变",1,2,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 点击×删除对应的层级/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 点击×删除对应的层级 - 存在L1、L2、L3、L4时，点击删除L3，L4会自动变成L3,系统已启动，用户已登录，且存在包含L1、L2、L3、L4层级的标注数据,"1. 进入标注列表页
2. 点击某个标注的【进入标注】按钮
3. 在标注区域找到L3层级并点击其×按钮删除","1. 成功进入标注列表页
2. 成功进入标注页面，显示视频及标注区域
3. L3层级被删除，原L4层级自动变为L3，页面显示更新后的层级结构",1,3,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 在L1、L2...层区域 - 鼠标左击一下/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 在L1、L2...层区域 - 鼠标左击一下 - 跳转至点击的时间播放,系统已启动，用户已登录，且有标注数据,"1. 打开我的标注列表页
2. 点击某条标注的“进入标注”按钮
3. 在视频标注区域的层级区域（L1、L2等）鼠标左击一下","1. 成功打开列表页
2. 成功进入标注编辑界面
3. 视频跳转到点击位置的时间点并开始播放",1,1,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 在L1、L2...层区域 - 鼠标左击拖动 - L1层/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 在L1、L2...层区域 - 鼠标左击拖动 - L1层 - 会新建Episode,系统已启动，用户已登录，已进入标注视频页面且显示中部标注视频区域的标注区域,"1. 选择L1层
2. 在L1层区域鼠标左击并拖动
3. 释放鼠标左键","1. 已选择L1层
2. 拖动过程中显示新建Episode的轮廓
3. 成功新建Episode",1,1,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 在L1、L2...层区域 - 鼠标左击拖动 - 其他层/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 在L1、L2...层区域 - 鼠标左击拖动 - 其他层 - 会新建标注,系统已启动，用户已登录，且存在标注任务，已进入标注页面,"1. 在标注区域中，选择L1层，鼠标左键点击并拖动到其他层区域
2. 松开鼠标左键
3. 查看标注区域","1. 鼠标拖动过程中，显示拖拽轨迹
2. 松开鼠标后，系统自动新建一个标注
3. 新建标注成功显示在标注区域中",1,2,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案：/,"我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案： - 1.标注时可按空格暂停播放视频,可按前后键调整当前秒数",用户已登录，已进入标注页面，标注区域显示问号图标,"1. 进入标注页面
2. 定位到标注区域中的问号图标
3. 将鼠标悬停在问号上","1. 页面显示标注区域
2. 问号图标可见
3. 显示文案：标注时可按空格暂停播放视频,可按前后键调整当前秒数",1,3,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案：/,"我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案： - 2.标注层级可按层级最前面的圆圈选择当前是哪个层级,增加和删除层级按+和x来实现",系统已启动，用户已登录，进入我的标注列表页，执行进入标注操作，进入标注页面，显示中部标注视频区域，标注区域可见,"1. 进入标注页面，定位到标注区域中的“？”图标
2. 将鼠标移动到“？”图标上
3. 观察悬浮提示的文案","1. 标注区域显示“？”图标
2. 鼠标悬停后出现提示框
3. 提示文案显示为“标注层级可按层级最前面的圆圈选择当前是哪个层级,增加和删除层级按+和x来实现”",1,1,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案：/,"我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案： - 3.在播放过程中/暂停后,按s键是开始标注(选择哪个层级就是标注哪个层级)",系统已启动，用户已登录，我的标注列表页存在标注数据,"1. 点击列表中的某个标注进入标注页面\n2. 定位到中部标注视频区域的标注区域\n3. 将鼠标移动到""？""图标上","1. 成功进入标注页面，视频区域显示\n2. 标注区域显示完整，包含""？""图标\n3. 显示提示文案：3.在播放过程中/暂停后,按s键是开始标注(选择哪个层级就是标注哪个层级)",1,4,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案：/,"我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案： - 4.在播放过程中/暂停后,按e键是结束标注(选择哪个层级就是标注哪个层级)",系统已启动，用户已登录，已进入标注页面,"1. 打开我的标注列表页
2. 点击进入标注
3. 鼠标移动到标注区域的'？'图标上","1. 成功打开列表页
2. 成功进入标注页面
3. 显示提示文案：'在播放过程中/暂停后,按e键是结束标注(选择哪个层级就是标注哪个层级)'",1,4,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案：/,"我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案： - 5.标注过程中可以只标注最细粒度,也就是最下面的层级,标注好之后点击下方merge可合并成父层级",已进入标注页面，中部标注视频区域显示标注区域,"1. 将鼠标移动到标注区域中的""?""图标上
2. 观察弹出的提示文案","1. 鼠标悬停后""?""图标处显示提示框
2. 提示文案为""标注过程中可以只标注最细粒度,也就是最下面的层级,标注好之后点击下方merge可合并成父层级""",1,2,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案：/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案： - 6.可以导入标注json或导出标注json,系统已启动，用户已登录,"1. 进入我的标注列表页
2. 点击“进入标注”进入标注页面
3. 在中部标注视频区域的标注区域，将鼠标移动到“？”图标上","1. 成功进入我的标注列表页
2. 成功进入标注页面，显示视频标注区域
3. 鼠标悬停后显示文案“可以导入标注json或导出标注json”",1,3,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案：/,我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案： - 7.单机鼠标拖动也可以标注,系统已启动，用户已登录，且存在标注列表,"1. 进入标注页面
2. 将鼠标移动到标注区域中的“?”图标上","1. 成功进入标注页面
2. 显示提示文案“7.单机鼠标拖动也可以标注”",1,4,功能测试,功能测试阶段
/我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案：/,"我的标注（林禹成） - 列表页 - 操作 - 【进入标注】 - 中部标注视频区域 - 标注区域 - 鼠标移动到  ？上，文案： - 8.标注过程中的草稿不会保存,刷新即可删除草稿;右击可以删除标注",用户已登录，并打开'我的标注'列表页,"1. 点击【进入标注】按钮
2. 在中部标注视频区域的标注区域，将鼠标移动到“？”图标上
3. 查看鼠标悬停后显示的文案","1. 进入标注页面，视频区域显示
2. 鼠标悬停后显示提示信息
3. 提示文案为'标注过程中的草稿不会保存,刷新即可删除草稿;右击可以删除标注'",1,1,功能测试,功能测试阶段
