所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/标签管理（林禹成） - 查询/,标签名称模糊搜索-无匹配结果,系统存在标签，但名称中不包含关键词'不存在'；用户已登录且具有标签管理菜单权限,"1. 进入标签管理页面
2. 在标签名称搜索框中输入关键词'不存在'
3. 点击查询按钮","1. 标签管理页面正常显示标签列表
2. 搜索框显示输入的关键词'不存在'
3. 列表显示无匹配数据，页面提示无数据或空列表",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询/,标签名称模糊搜索-空关键词查询,系统存在多个标签；用户已登录且具有标签管理菜单权限,"1. 进入标签管理页面
2. 在标签名称搜索框中不输入任何内容（留空）
3. 点击查询按钮","1. 标签管理页面正常显示标签列表
2. 搜索框为空
3. 列表显示所有标签数据，不进行名称过滤",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询/,标签名称模糊搜索-特殊字符关键词,系统存在标签，名称包含特殊字符如'%'、'_'；用户已登录且具有标签管理菜单权限,"1. 进入标签管理页面
2. 在标签名称搜索框中输入关键词'%'
3. 点击查询按钮","1. 标签管理页面正常显示标签列表
2. 搜索框显示输入的关键词'%'
3. 列表仅显示名称中包含'%'的标签，特殊字符被作为普通字符处理，不触发通配符行为",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 标签分类[下拉]/,查询标签-分类下拉选择质量-返回质量分类标签列表,系统存在多个标签，其中至少包含分类为“质量”和“其他”的标签，且标签状态包含启用和禁用,"1. 进入标签管理页面
2. 点击“标签分类”下拉框
3. 选择“质量”选项
4. 点击“查询”按钮","1. 标签管理页面正常显示
2. 下拉框展开，显示“质量”和“其他”选项
3. 下拉框显示选中的“质量”
4. 列表仅显示分类为“质量”的标签，其他分类的标签不显示",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 标签分类[下拉]/,查询标签-分类选择质量-结合状态筛选-返回符合条件标签,系统存在分类为“质量”且状态为“启用”和“禁用”的标签，以及其他分类的标签,"1. 进入标签管理页面
2. 在“标签分类”下拉框选择“质量”
3. 在“状态”下拉框选择“启用”
4. 点击“查询”按钮","1. 标签管理页面正常显示
2. 下拉框显示“质量”
3. 下拉框显示“启用”
4. 列表仅显示分类为“质量”且状态为“启用”的标签，其他标签不显示",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 标签分类[下拉]/,查询标签-分类选择质量-无匹配数据-显示空列表,系统中不存在分类为“质量”的标签，或当前筛选条件下无匹配数据,"1. 进入标签管理页面
2. 在“标签分类”下拉框选择“质量”
3. 点击“查询”按钮","1. 标签管理页面正常显示
2. 下拉框显示“质量”
3. 列表显示无数据，提示“暂无数据”或类似空状态信息",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 标签分类[下拉]/,查询-标签分类下拉选择“其他”筛选成功,系统存在标签数据，且至少存在分类为“其他”和“质量”的标签各一条,"1. 进入标签管理页面
2. 点击标签分类下拉框
3. 选择“其他”
4. 点击“查询”按钮","1. 页面正常显示标签列表
2. 下拉框展开，选项包含“质量”和“其他”
3. 下拉框显示“其他”
4. 列表仅显示分类为“其他”的标签，不显示“质量”分类的标签",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 标签分类[下拉]/,查询-标签分类选择“其他”后重置恢复全部数据,系统存在分类为“其他”和“质量”的标签数据,"1. 进入标签管理页面
2. 标签分类下拉选择“其他”
3. 点击“查询”按钮
4. 点击“重置”按钮","1. 页面正常显示标签列表
2. 下拉框显示“其他”
3. 列表仅显示分类为“其他”的标签
4. 标签分类下拉框恢复为默认（空或全部），列表显示全部标签数据",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 标签分类[下拉]/,查询-标签分类下拉选项完整性验证,已进入标签管理页面,"1. 进入标签管理页面
2. 点击标签分类下拉框","1. 页面正常显示标签列表
2. 下拉框展开，选项包含“质量”和“其他”，且无其他多余选项",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 状态[下拉]/,查询-状态下拉选择禁用-返回禁用标签列表,系统存在至少2个标签，其中至少1个状态为启用，至少1个状态为禁用,"1. 进入标签管理页面
2. 点击状态下拉框
3. 选择“禁用”
4. 点击“查询”按钮","1. 标签管理页面正常显示
2. 下拉框展开，显示“启用”和“禁用”选项
3. “禁用”选项被选中
4. 列表仅显示状态为“禁用”的标签，且列表字段包含标签名称、分类、状态、创建时间、更新时间",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 状态[下拉]/,查询-状态下拉选择禁用-无禁用标签时显示空列表,系统中所有标签状态均为启用，不存在禁用标签,"1. 进入标签管理页面
2. 点击状态下拉框
3. 选择“禁用”
4. 点击“查询”按钮","1. 标签管理页面正常显示
2. 下拉框展开，显示“启用”和“禁用”选项
3. “禁用”选项被选中
4. 列表显示空数据，无任何标签记录",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 状态[下拉]/,查询-状态下拉选择禁用-与其他条件组合查询,系统存在多个标签，其中至少1个标签状态为禁用且名称包含“测试”，至少1个禁用标签名称不包含“测试”,"1. 进入标签管理页面
2. 在标签名称输入框输入“测试”
3. 点击状态下拉框，选择“禁用”
4. 点击“查询”按钮","1. 标签管理页面正常显示
2. 名称输入框显示“测试”
3. 下拉框显示“禁用”
4. 列表仅显示名称包含“测试”且状态为“禁用”的标签",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 状态[下拉]/,查询-状态下拉选择禁用-点击重置恢复默认列表,系统存在至少1个启用标签和至少1个禁用标签,"1. 进入标签管理页面
2. 点击状态下拉框，选择“禁用”
3. 点击“查询”按钮
4. 点击“重置”按钮","1. 标签管理页面正常显示
2. 下拉框显示“禁用”
3. 列表仅显示禁用标签
4. 状态下拉框恢复为默认（未选择状态），列表恢复为显示全部标签（按创建时间倒序）",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 状态[下拉]/,查询标签-状态下拉选择启用-返回启用状态标签列表,系统存在多个标签，其中至少包含状态为“启用”和“禁用”的标签；用户已登录并进入标签管理页面,"1. 在标签管理页面，点击状态下拉框
2. 在下拉列表中选择“启用”
3. 点击“查询”按钮","1. 状态下拉框展开，显示“启用”和“禁用”选项
2. 状态下拉框显示选中的“启用”
3. 列表仅显示状态为“启用”的标签，不显示“禁用”标签",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询 - 状态[下拉]/,查询标签-状态下拉选择启用-重置后恢复全部标签,系统存在多个标签，包含状态为“启用”和“禁用”的标签；用户已进入标签管理页面，且已选择状态下拉为“启用”并查询,1. 在状态下拉已选择“启用”并查询后的页面，点击“重置”按钮,1. 状态下拉框恢复为默认（未选择状态），列表显示全部标签（包含启用和禁用）,1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询/,标签列表默认加载全部标签,系统存在多个标签，包含不同分类（质量/其他）和状态（启用/禁用）,1. 进入标签管理页面,1. 列表显示所有标签，按创建时间倒序排列，每行显示标签名称、分类、状态、创建时间、更新时间,1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询/,按标签名称模糊搜索,系统存在标签名称包含“质量”的标签，如“质量检查”、“质量审核”，以及其他不包含“质量”的标签,"1. 进入标签管理页面
2. 在标签名称搜索框输入“质量”
3. 点击“查询”按钮","1. 页面正常显示标签列表
2. 搜索框显示“质量”
3. 列表仅显示名称包含“质量”的标签，按创建时间倒序排列",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询/,按标签分类下拉筛选,系统存在分类为“质量”和“其他”的标签,"1. 进入标签管理页面
2. 点击标签分类下拉框，选择“质量”
3. 点击“查询”按钮","1. 页面正常显示标签列表
2. 下拉框显示“质量”
3. 列表仅显示分类为“质量”的标签，按创建时间倒序排列",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询/,按状态下拉筛选,系统存在状态为“启用”和“禁用”的标签,"1. 进入标签管理页面
2. 点击状态下拉框，选择“启用”
3. 点击“查询”按钮","1. 页面正常显示标签列表
2. 下拉框显示“启用”
3. 列表仅显示状态为“启用”的标签，按创建时间倒序排列",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 查询/,组合条件查询（名称+分类+状态）,系统存在标签“质量检查”（分类：质量，状态：启用）、“质量审核”（分类：质量，状态：禁用）、“其他标签”（分类：其他，状态：启用）,"1. 进入标签管理页面
2. 在标签名称搜索框输入“质量”
3. 标签分类下拉框选择“质量”
4. 状态下拉框选择“启用”
5. 点击“查询”按钮","1. 页面正常显示标签列表
2. 搜索框显示“质量”
3. 下拉框显示“质量”
4. 下拉框显示“启用”
5. 列表仅显示名称包含“质量”且分类为“质量”且状态为“启用”的标签，按创建时间倒序排列",1,2,功能测试,功能测试阶段
